mol,mseq,S
O=C(NC1CCCCC1)[C@]1CN(C)[C@]2[C@@](c3c4c(n(C(C)C)cc4C2)ccc3)C1,473,-6.032361
O=C1Nc2c(cc(C(O)CNC(CCc3ccccc3)(C)C)cc2)CC1,244,-6.0323424
O=C(N(CC)C)C1(c2ccccc2)CCN(CCCCCC)CC1,231,-6.0319166
O=C1Nc2c(cc(C(O)CNC(CCc3ccccc3)(C)C)cc2)CC1,244,-6.0310402
O(CCN(CC)CC)c1c(-n2c(C)ccc2-c2ccccc2)cccc1,96,-6.0308218
O=C(CCN[C@]([C@](O)c1ccccc1)C)C1CCCCC1,469,-6.0305195
O=C(OCC)c1c(N)sc2c1CCN(Cc1ccccc1)C2,691,-6.0302472
Fc1c(N2CC(N)CC2)nc2N(CC)C=C(C(=O)O)C(=O)c2c1,653,-6.0295458
ICCCCCCCCCCCCCCCC(=O)O,217,-6.0294847
O=C(O)Cc1c(n(-c2ccccc2)nc1-c1ccccc1)-c1ccccc1,290,-6.0290856
Fc1c(/N=C\2/NCCC/2)ccc(-c2cc(F)c(/N=C\3/NCCC/3)cc2)c1,655,-6.0269561
O=C(OCCCN1CCCCC1)c1cc(OC)ccc1,256,-6.0257516
O=C1[C@](O)(CC)C2=C(C(=O)N3C(c4nc5c(cc4C3)cccc5)=C2)CO1,70,-6.0242729
O=C(OC1C[N+](C)(C)CC1)C(O)(c1sccc1)c1ccccc1,24,-6.0236111
O[C@@](CNC[C@@](O)[C@]1Oc2c(OC1)cccc2)[C@@]1Oc2c(OC1)cccc2,320,-6.0204926
O(C)c1c2C(=O)c3c(N(C)c2c2c(OC(C)(C)C=C2)c1)cccc3,641,-6.0198493
Clc1c(C(=O)Nc2[nH]ccn2)cc(CNC(=O)C(C)(C)C)cc1,25,-6.0197058
S(=O)(=O)(Nc1nc(CC)nc(CC)n1)c1ccc(N)cc1,399,-6.0196486
O(C)c1cc2C(N3CCN(C)CC3)=Cc3c(Oc2cc1)cccc3,92,-6.0183964
O=C(O)c1ncc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,78,-6.0165071
Clc1ccc(NC(=O)c2c(NC(=O)c3ccccc3)snc2C)cc1,33,-6.01511
S=C(Nc1ccc(OCC(C)C)cc1)Nc1ccc(-c2ncccc2)cc1,42,-6.013206
O=C1N(N(C)C(C)=C1[N+](CCCC)(C)C)c1ccccc1,619,-6.0117688
O(Cc1c(N2CCN(C[C@@]3Oc4c(OC3)cccc4)CC2)nccc1)C,540,-6.0112963
C(=C/c1ccc(N2CCCC2)cc1)\c1[n+](CC)c(-c2ccc(-c3ccccc3)cc2)cs1,27,-6.0111237
O(CCCCNC(C)C)c1c(C)nc(Cc2ccccc2)c2c1COC2,254,-6.0111217
O=C(OC1CCN(C)CC1)C(C(CC)C)c1ccccc1,223,-6.0107803
S(CCNC=1N(C)C(N)=NS(=O)(=O)N=1)Cc1nc(/N=C(\N)/N)sc1,269,-6.0099721
O=C(N(CC)C)C1(c2ccccc2)CCN(CCCCCC)CC1,231,-6.0095091
O=C(Nc1c(O)ccc([As]2SC(CO)CS2)c1)C,202,-6.0081134
Clc1c(/C=C(\Cn2cncc2)/c2ccc(Cl)cc2)ccc(Cl)c1,374,-6.0066795
O=C(N(OCc1ccccc1)CCCc1ccccc1)C,293,-6.0064955
O=C1N(N(C)C(C)=C1[N+](CCCC)(C)C)c1ccccc1,619,-6.0059791
FC(F)(F)c1cc2N(CCCN3CCC(OCCO)CC3)c3c(Sc2cc1)cccc3,215,-6.0050497
Brc1c(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)cc1C,178,-6.0048914
C(CC[N+]1(C)CCCCC1)(c1ccccc1)C1=CCCCC1,165,-6.0048504
O(C)C1=Nc2n(cc(-c3nc(C)on3)n2)C2=C1CCCC2,287,-6.004725
S(=O)(=O)(Nc1nc(CC)nc(CC)n1)c1ccc(N)cc1,399,-6.0044656
Fc1cc2c(nc(N)c(O[C@@](C)C3=C(n4nccc4)C=CC(=O)N3)c2)cc1,97,-6.0031476
S(CCNC=1N(C)C(N)=NS(=O)(=O)N=1)Cc1nc(/N=C(\N)/N)sc1,269,-6.0021772
P(=O)(OP(=O)(OC[C@@]1[C@@](O)[C@@](O)[C@]([n+]2cc(C(=O)N)ccc2)O1)[O-])(OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O,180,-6.002068
O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,420,-6.000711
Fc1c(C2=N[C@](NC(=O)c3[nH]c4c(c3)cccc4)C(=O)N3c4c2cccc4CC3)cccc1,595,-5.9997754
Clc1c(C(n2cncc2)c2ccc(-c3ccccc3)cc2)cccc1,349,-5.9989233
FC(F)(F)c1cc(N(C(=O)OCC)CCN(C)C)ccc1,241,-5.9977651
O=C(OCCN1CCN(CCCC(=O)c2sccc2)CC1)N(C)C,597,-5.9973836
O[C@@](CNC[C@@](O)[C@]1Oc2c(OC1)cccc2)[C@@]1Oc2c(OC1)cccc2,320,-5.9972978
Fc1c(N2CCN(C)CC2)c2c3N(C(C)CC2)C=C(C(=O)O)C(=O)c3c1,577,-5.9970999
[Si](CCc1c2c(nc3c1CN1C(=O)C4=C([C@@](O)(CC)C(=O)OC4)C=C31)cccc2)(C)(C)C,573,-5.9964099
ClC(Cl)(Cl)C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)O,84,-5.9963565
O(CCNC(Cc1ccccc1)C)c1ccc(C(O)CC)cc1,272,-5.9955349
O=C(O)[C@@](N[C@](C(=O)N1[C@](C(=O)O)SC(C(C)(C)C)=N1)C)CCc1ccccc1,631,-5.9941125
O(CC#C)c1c(OCC(O)CNC(C)(C)C)cccc1,665,-5.9941072
C(=C/c1ccc(N2CCCC2)cc1)\c1[n+](CC)c(-c2ccc(-c3ccccc3)cc2)cs1,27,-5.9937229
O(C1=CC=2[C@@](C)([C@@]3[C@]([C@]4[C@@](C)([C@](O)(C)CC4)CC3)CC=2)CC1)C1CCCC1,248,-5.9930563
ClCCN(CCCl)c1cc(C[C@](N)C(=O)O)ccc1,393,-5.9927688
O(C)c1c(OC)cc(CC(NC)CC=C)cc1OC,81,-5.9924703
O=C/1/C(=C/c2sccc2)/CCC\C\1=C/c1sccc1,67,-5.9912872
S=C(Nc1ccc(OCC(C)C)cc1)Nc1ccc(-c2ncccc2)cc1,42,-5.9909496
O=C1Nc2c(cc(C(O)CNC(CCc3ccccc3)(C)C)cc2)CC1,244,-5.9906282
O(C)c1c(O)ccc(C(O)CNC(CCn2c3c(nc2)cccc3)C)c1,282,-5.9898615
O(CC1CC1)c1c(OC)ccc([C@@](CN2C(=O)NC=C2)C)c1,94,-5.9894505
S(=O)(=O)(C)n1nc2c(c1)C[C@]1(C)[C@@]3[C@]([C@]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC[C@]1C2,20,-5.9888115
S(=O)(=O)(N(CC)CC)N[C@@]1CN(C)[C@]2[C@@](c3c4c([nH]cc4C2)ccc3)C1,213,-5.988039
O=C(OCCN(CC)CC)c1ccc(OCC)cc1,673,-5.9878139
O(C)c1c(OC)cc2c(c1)C=1N(C(=O)N=C(NC(C)(C)C)C=1)CC2,17,-5.9858212
O(CC(O)CNC(C)(C)C)CC1Oc2c(OC1)cccc2,533,-5.9856534
O=C(OC)Nc1[nH]c2c(n1)cc(C(=O)c1sccc1)cc2,47,-5.9856234
O=C(OC1C2CC[N+](C)(C1)CC2)C(O)(c1ccccc1)C1CCCCC1,550,-5.9854565
O=C(OC1CCN(C)CC1)c1ccc(NCCCC)cc1,463,-5.9843826
O=C(OCC(O)CO)CCCCCCCCC,182,-5.9824433
O=C(OCC(O)CO)CCCCCCCCC,182,-5.9812222
O=C(O)C=1Oc2c(CCC)c3c(c(O)c2C(=O)C=1)CCCC3,65,-5.9810252
O[C@@](CNC[C@@](O)[C@]1Oc2c(OC1)cccc2)[C@@]1Oc2c(OC1)cccc2,320,-5.979331
S(=O)(=O)(c1cc2[C@@](N3C(=O)CCC3)[C@](O)C(C)(C)Oc2cc1)c1ccccc1,124,-5.9787412
OC(CCC1CCNCC1)c1c2c(nc(C(C)(C)C)c1)cccc2,190,-5.9778924
Ic1c(NC(=O)CCC)c(I)cc(I)c1CC(C(=O)O)CC,565,-5.9777322
S(=O)(=O)(c1cc2[C@@](N3C(=O)CCC3)[C@](O)C(C)(C)Oc2cc1)c1ccccc1,124,-5.9771266
O(CC(O)CN(CCC1c2c(OCc3c1cccc3)cccc2)C)c1ccccc1,131,-5.9767919
O=C1NC(=O)CN(C[C@@]2C=C3c4c5c([nH]cc5C[C@]3N(C)C2)ccc4)C1,596,-5.9767389
O=C(N)CCN1CCC(C(=O)OCC)(c2ccccc2)CC1,361,-5.9767289
Fc1c(C2=N[C@](NC(=O)c3[nH]c4c(c3)cccc4)C(=O)N3c4c2cccc4CC3)cccc1,595,-5.976017
O=C(O)C1C(C(=O)N(CC)CC)C=2C(=O)CC(C)(C)CC=2CC1c1ccccc1,625,-5.9760003
O=C(NC1CCCCC1)[C@]1CN(C)[C@]2[C@@](c3c4c(n(C(C)C)cc4C2)ccc3)C1,473,-5.9758739
N(=N/n1c(c(C)[n+]2c1cccc2)-c1ccccc1)\n1c(c(C)[n+]2c1cccc2)-c1ccccc1,146,-5.9756832
C(Cc1ccccc1)N1CCC(CCc2c3c([nH]c2)cccc3)CC1,219,-5.9751334
O=C(N(CC)CC)N[C@@]1CN(C)[C@]2[C@@](c3c4c([nH]cc4C2)ccc3)C1,643,-5.9743009
O(CC(O)CNC12CC3CC(C1)CC(C2)C3)c1ccccc1,614,-5.9738402
S(=O)(=O)(NC(=N)Nc1oc(C)c(C)n1)c1ccc(N)cc1,268,-5.9723272
Clc1ccc([C@](OCCN(C)C)c2ncccc2)cc1,358,-5.9699454
O=C(OCC[N+]1(C)C(C)CCC1C)C(O)(c1ccccc1)c1ccccc1,652,-5.9698634
P(=O)(OCC1(O)[C@@](O)[C@](O)[C@@](COP(=O)(O)O)O1)(O)O,615,-5.9689574
O=C(OCCN(CC)CC)c1ccc(OCC)cc1,673,-5.9686589
[S@](=O)(CC[C@@](C(=O)O[C@@]1C2CCN(C1)CC2)(CO)c1ccccc1)C,363,-5.9684243
O=C(OC(C)C)Oc1c(C)cc(OCCN(C)C)c(C(C)C)c1,307,-5.9683137
O=[N+]([O-])c1n(C)c(/C=C(/C(=O)OCC)\C(=O)C)nc1,352,-5.968277
Clc1cc2S[C@@](c3ccc(OC)cc3)[C@@](OC(=O)C)C(=O)N(CCN(C)C)c2cc1,570,-5.9672093
O=C(OC(C)C)Oc1c(C)cc(OCCN(C)C)c(C(C)C)c1,307,-5.9665418
Clc1c(S(=O)(=O)N(C)C)cc(C=2N(C)/C(=N\c3ccccc3)/SC=2)cc1,350,-5.9661632
O(C)c1c(CC(NC(Cc2c(OC)cccc2)C)C)cccc1,101,-5.9659944
O=C(OCC(O)CO)CCCCCCCCC,182,-5.965642
Clc1c(S(=O)(=O)N(C)C)cc(C=2N(C)/C(=N\c3ccccc3)/SC=2)cc1,350,-5.9650674
FC(F)(F)c1cc(C(F)(F)F)cc(-c2nn(/C=C(/C(=O)N)\c3cncnc3)cn2)c1,417,-5.9640508
Fc1ccc(C2=C(CCN3CCN(c4ccccc4)CC3)OC(=O)O2)cc1,26,-5.9638581
O(CCCCNC(C)C)c1c(C)nc(Cc2ccccc2)c2c1COC2,254,-5.9635587
O=C(O)C=1Oc2c(CCC)c3c(c(O)c2C(=O)C=1)CCCC3,65,-5.9634819
O=C(O)C=1N2C(=O)/C(=C/c3nc4n(c3)CCOC4)/[C@]2SC=1,364,-5.9633451
ClC(Cl)(Cl)C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@](c4c(cc(O)cc4)CC3)CC2)CC1)O,29,-5.9631691
Ic1c(CC(C(=O)O)CC)c(I)cc(I)c1N1C(=O)CCC1,335,-5.9629374
Clc1c(-c2[nH]nnn2)c(O[C@@]2C[C@]3[C@](CN[C@](C(=O)OCC(CC)CC)C3)CC2)ccc1,385,-5.9626174
N#C/C=C/1\c2c(C(N3CCN(C)CC3)=Nc3c\1csc3)csc2,632,-5.9613094
O=C(OCCCN1CCCCC1)c1cc(OC)ccc1,256,-5.9613004
Br/C(=C(\c1ccc(CC)cc1)/c1ccccc1)/c1ccccc1,332,-5.960525
O(CC(O)CNC(C)(C)C)c1c2c(c(O)cc1)C1CCC2CC1,265,-5.9605145
Clc1nnc(SCC(=O)N(CC)CC)cc1,7,-5.9604368
O=C(CC)[C@]1(C)[C@]2(C)[C@]([C@]3C(=C4C(=CC(=O)CC4)CC3)CC2)CC1,263,-5.9600658
O(C)c1ccc(CC(NCC(O)c2cc(N)cc(CO)c2)C)cc1,601,-5.9598565
Brc1oc(C(=O)OC(CC[N+](CC)(CC)C)C)cc1,582,-5.9591613
O(C(c1ccccc1)c1ccccc1)CCN(C/C=C/c1ccccc1)C,666,-5.9583731
O(CC#C)c1c(OCC(O)CNC(C)(C)C)cccc1,665,-5.9578128
O=C(O)[C@]1O[C@@]2[C@@](Cc3ccccc3)N(Cc3ccccc3)C(=O)[C@]1O2,538,-5.9560246
O=C(OCCCCCCCCCCCC)c1ccccc1,407,-5.9559569
O(CC(O)COCCCC)CCCC,549,-5.9559512
C(CCN1CCCCCC1)(c1ccccc1)c1ccccc1,451,-5.954751
O=C1NN=C(c2ccc(Nc3ccncc3)cc2)CC1,310,-5.9531074
O=C(N(CC)CC)N[C@@]1CN(C)[C@]2[C@@](c3c4c([nH]cc4C2)ccc3)C1,643,-5.9519801
O=C1NN=C(c2ccc(Nc3ccncc3)cc2)CC1,310,-5.9508615
O(Cc1ccc(Cc2noc(-c3c(N)nccc3)c2)cc1)c1ncccc1,543,-5.950026
O=C1Nc2c(cc(C(O)CNC(CCc3ccccc3)(C)C)cc2)CC1,244,-5.9491239
O[C@@]1(C(C)C)C[C@]2N(C[C@]3c4c2cccc4CCc2c3cccc2)CC1,667,-5.9491215
O(C)c1cc(NCCCCCNC(C)C)c2ncccc2c1,594,-5.9487019
N(=N/c1ccc(C(=N)N)cc1)\Nc1ccc(C(=N)N)cc1,372,-5.9484119
O=C(O)CC1(CC)OCC(Cc2ccccc2)c2c3c([nH]c12)cccc3,689,-5.9474821
FC(F)(F)c1cc2N(CCCN3CCC(OCCO)CC3)c3c(Sc2cc1)cccc3,215,-5.9463272
C(=C/c1ccc(N2CCCC2)cc1)\c1[n+](CC)c(-c2ccc(-c3ccccc3)cc2)cs1,27,-5.9462972
Clc1c(COC(Cn2cncc2)c2ccc(Cl)cc2)c(Cl)ccc1,586,-5.9462261
N(=N/n1c(c(C)[n+]2c1cccc2)-c1ccccc1)\n1c(c(C)[n+]2c1cccc2)-c1ccccc1,146,-5.9444189
O(CC(O)CNCCNc1c(C)n(C)nc1C)c1ccccc1,589,-5.9441328
O=C1C=C2[C@@]([C@@]3[C@]([C@]4[C@@](C)([C@](O)(C=C)CC4)CC3)CC2)CC1,367,-5.9438653
FC(F)(F)c1cc2N(CCCN3CCC(OCCO)CC3)c3c(Sc2cc1)cccc3,215,-5.9435387
Fc1c(/N=C\2/NCCC/2)ccc(-c2cc(F)c(/N=C\3/NCCC/3)cc2)c1,655,-5.94347
ClC(Cl)(Cl)C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@](c4c(cc(O)cc4)CC3)CC2)CC1)O,29,-5.9431305
O(C1=CC=2[C@@](C)([C@@]3[C@]([C@]4[C@@](C)([C@](O)(C)CC4)CC3)CC=2)CC1)C1CCCC1,248,-5.9429088
O=C([N-]c1on[n+](N2CCOCC2)c1)C1CCCCC1,102,-5.9423728
O=C(N)CCN1CCC(C(=O)OCC)(c2ccccc2)CC1,361,-5.942368
[S@](=O)(CC[C@@](C(=O)O[C@@]1C2CCN(C1)CC2)(CO)c1ccccc1)C,363,-5.9422989
S(=O)(=O)(c1cc2[C@@](N3C(=O)CCC3)[C@](O)C(C)(C)Oc2cc1)c1ccccc1,124,-5.9406734
O=C1C=C2[C@@]([C@@]3[C@]([C@]4[C@@](C)([C@@](O)[C@@](CC)C4)CC3)CC2)CC1,528,-5.9406376
Clc1c(C2=NCC(NOCC=C)=Nc3c2cc(Cl)cc3)cccc1,229,-5.9398084
O=C(NC(C)C)c1c2c(OC[C@](N(C(C)C)CCC)C2)ccc1,113,-5.9397979
O[C@]1(C)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)[C@](Cc5nonc5C4)CC3)CC2)CC1,467,-5.9389639
O(CC(O)CNCCNc1c(C)n(C)nc1C)c1ccccc1,589,-5.9389234
S(=O)(=O)(C)n1nc2c(c1)C[C@]1(C)[C@@]3[C@]([C@]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC[C@]1C2,20,-5.9385843
Clc1c(COC(Cn2cncc2)c2ccc(Cl)cc2)c(Cl)ccc1,586,-5.9383302
S(=O)(=O)(OCCNC[C@@](O)[C@@](O)CNCCOS(=O)(=O)C)C,576,-5.9375477
O=C(O)CC1(CC)OCC(Cc2ccccc2)c2c3c([nH]c12)cccc3,689,-5.9371052
O=C1NC(=O)CN(C[C@@]2C=C3c4c5c([nH]cc5C[C@]3N(C)C2)ccc4)C1,596,-5.9341893
O(Cc1sc(C(C)C)nn1)c1cc2OC(=O)C(C)=C(C)c2cc1,414,-5.9329705
O=C(NC(C)C)c1c2c(OC[C@](N(C(C)C)CCC)C2)ccc1,113,-5.9329371
O=[N+]([O-])c1oc(/C=N/NC(=O)CN2CCN(C)CC2)cc1,521,-5.9324384
P(=O)(O/C(=C/C(=O)OC(C)c1ccccc1)/C)(OC)OC,575,-5.9323182
O=C(OCCN(CC)CC)c1ccc(OCC)cc1,673,-5.9322257
O(CCCCNC(C)C)c1c(C)nc(Cc2ccccc2)c2c1COC2,254,-5.9321685
O(C)c1cc2c(CCC[C@]3[C@@](C=C)CNCC3)ccnc2cc1,167,-5.9310122
Fc1cc2c([nH]c3c2CN(CCCc2cnccc2)CC3)cc1,197,-5.9309049
O=C(NC1CCCCC1)[C@]1CN(C)[C@]2[C@@](c3c4c(n(C(C)C)cc4C2)ccc3)C1,473,-5.9304008
N#C/C=C/1\c2c(C(N3CCN(C)CC3)=Nc3c\1csc3)csc2,632,-5.9300876
ClC=1C(=O)CC[C@@]2(C)C=1CC[C@]1[C@]3[C@@](C)([C@@](O)CC3)CC[C@]21,429,-5.9296246
O=C(OC1CCN(C)CC1)c1ccc(NCCCC)cc1,463,-5.9296098
O(CC(O)CNCCNc1c(C)n(C)nc1C)c1ccccc1,589,-5.9294467
O=C(OC1CCN(C)CC1)c1ccc(NCCCC)cc1,463,-5.9285822
O(C)c1ccc(CC(NCC(O)c2cc(N)cc(CO)c2)C)cc1,601,-5.928566
O=C(N(CC/C=C/1\c2c(cccc2)CCc2c\1cccc2)C)CCCN,85,-5.9272881
Brc1ccc(C(=O)N[C@@]2[C@@](N(C)C)CCCC2)cc1,675,-5.9253097
O=C(CCN[C@]([C@](O)c1ccccc1)C)C1CCCCC1,469,-5.9246578
O=C(OC)C=1C(=O)c2c(NC=1)cc(OCc1ccccc1)c(CCCC)c2,108,-5.9245896
O(Cc1sc(C(C)C)nn1)c1cc2OC(=O)C(C)=C(C)c2cc1,414,-5.9243426
O=C1C=C2[C@](C)(C=C1)[C@@]1[C@]([C@]3[C@@](C)([C@@](OC4=CCCC4)CC3)CC1)CC2,233,-5.9241257
Clc1cc2S[C@@](c3ccc(OC)cc3)[C@@](OC(=O)C)C(=O)N(CCN(C)C)c2cc1,570,-5.9231467
OCc1ccc(/C=C(\C)/c2cc3C(C)(C)C(O)CC(C)(C)c3cc2)cc1,500,-5.9227676
O/N=C(/C(NCCCCNC(/C(=N/O)/C)(C)C)(C)C)\C,474,-5.9223266
O=C(OC1C2CC[N+](C)(C1)CC2)C(O)(c1ccccc1)C1CCCCC1,550,-5.9204235
Clc1c(NC)cc(OC)c(C(=O)NC2C3CCN(C2)CC3)c1,555,-5.9203324
O=C(OC1CCN(C)CC1)c1ccc(NCCCC)cc1,463,-5.9201217
O(Cc1c(N2CCN(C[C@@]3Oc4c(OC3)cccc4)CC2)nccc1)C,540,-5.9196658
Clc1ccc(-c2c(CC(=O)O)nn(-c3ccc(F)cc3)c2)cc1,255,-5.9193645
O=[N+]([O-])c1cc(C=2NC(=O)N(c3c(O)cccc3)CC=2)ccc1,670,-5.9192719
O(CCCCNC(C)C)c1c(C)nc(Cc2ccccc2)c2c1COC2,254,-5.9190373
O(CC1CC1)c1c(OC)ccc([C@@](CN2C(=O)NC=C2)C)c1,94,-5.9189229
O(C)[C@]12[C@@]([C@@](O)(CCC)C)C[C@]3([C@]45c6c(c(O)ccc6C[C@]3N(CC=C)CC4)O[C@@]15)C=C2,617,-5.9186573
O=C(OCC)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c2nonc2ccc1,468,-5.9180646
S(=O)(=O)(N)c1ccc(-n2c(-c3ccc(F)cc3)cc(C(F)(F)F)n2)cc1,552,-5.9168487
P(CCCOC)(CCCOC)CCCOC,76,-5.9166241
O(CCN1CCC(N2C(=O)Nc3c2cccc3)CC1)c1ccccc1,299,-5.915494
OC(C(N(C/C=C/c1ccccc1)C)C)c1ccccc1,177,-5.9146676
O=C(N(CC)C)C1(c2ccccc2)CCN(CCCCCC)CC1,231,-5.9143043
O=C([N-]c1on[n+](N2CCOCC2)c1)C1CCCCC1,102,-5.9135847
S(=O)(=O)(C)N1C(=O)N(c2n(C)c([N+](=O)[O-])cn2)CC1,120,-5.9128256
O=C(OCC[N+](CC)(C)C)C(O)(c1ccccc1)c1ccccc1,421,-5.9121857
O(Cc1sc(C(C)C)nn1)c1cc2OC(=O)C(C)=C(C)c2cc1,414,-5.911756
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(C(O)C)cc1,143,-5.9101334
O(C)c1c(O)ccc(C(O)CNC(CCn2c3c(nc2)cccc3)C)c1,282,-5.9098654
S(=O)(=O)(N)c1cc(CN(C)C)c(Oc2ccc(SC)cc2)cc1,123,-5.9077053
Clc1c(N2C(=O)C(c3ccccc3)CC2=O)ccc(S(=O)(=O)N)c1,497,-5.9075174
O=C(OC(C)C)Oc1c(C)cc(OCCN(C)C)c(C(C)C)c1,307,-5.9070935
Clc1c(/C=C(\Cn2cncc2)/c2ccc(Cl)cc2)ccc(Cl)c1,374,-5.9060893
N(c1n(Cc2oc(C)cc2)c2ncccc2n1)C1CCNCC1,647,-5.9056535
O=C(OCC(O)CO)CCCCCCCCC,182,-5.9051099
OC(C(N(C/C=C/c1ccccc1)C)C)c1ccccc1,177,-5.9046531
S(=O)(=O)(N)c1sc2S(=O)(=O)CC[C@](NCC(C)C)c2c1,472,-5.904633
O=[N+]([O-])c1cc(C=2NC(=O)N(c3c(O)cccc3)CC=2)ccc1,670,-5.9045396
S(=O)(=O)(c1cc2[C@@](N3C(=O)CCC3)[C@](O)C(C)(C)Oc2cc1)c1ccccc1,124,-5.9037633
O=[N+]([O-])c1oc(/C=N/NC(=O)CN2CCN(C)CC2)cc1,521,-5.9034319
O(CCN1CCC(N2C(=O)Nc3c2cccc3)CC1)c1ccccc1,299,-5.9021626
O=C(OC1CCN(C)CC1)C(C(CC)C)c1ccccc1,223,-5.9013424
Clc1ccc(NC(=O)c2c(NC(=O)c3ccccc3)snc2C)cc1,33,-5.901298
O=C(C(CCN1CCCCC1)(c1ccccc1)c1ccccc1)CC,621,-5.900023
ICCCCCCCCCCCCCCCC(=O)O,217,-5.8999505
[O-][N+](CC/C=C/1\c2c(cccc2)CCc2c\1cccc2)(C)C,87,-5.8999162
N1(c2nc(-c3ccccc3)c3c(c2)cccc3)CCNCC1,162,-5.8999033
O=C(OCCCN1CCCCC1)c1cc(OC)ccc1,256,-5.8993406
O=C(CCc1ccccc1)c1ccc(OCCN(CC)CC)cc1,504,-5.8975391
Clc1ccc(C(=O)n2c3c(c(Cc4[nH]nnn4)c2)cccc3)cc1,488,-5.8975244
O=C(OCC[N+](CC)(C)C)C(O)(c1ccccc1)c1ccccc1,421,-5.8958001
O(CC(O)CNC(C)(C)C)c1c2occc2c(O)c2C(=O)C=C(C)Oc12,264,-5.8954296
O=C(OCC)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c2nonc2ccc1,468,-5.8949733
O(C)c1cc2C(N3CCN(C)CC3)=Cc3c(Oc2cc1)cccc3,92,-5.8936744
Fc1ccc(C(=O)CCCN2CCN(C(=O)OC3CCCCC3)CC2)cc1,590,-5.8936305
O(C)c1c(OC)cc2c(N3C(=O)C[C@@]4OCC=C5[C@]6[C@@]4[C@]3[C@]32[C@@](N(C5)CC3)C6)c1,181,-5.8932543
Clc1c(C(n2cncc2)c2ccc(-c3ccccc3)cc2)cccc1,349,-5.8928103
O=C(OC1CCN(C)CC1)c1ccc(NCCCC)cc1,463,-5.8907552
O=C(OCC)c1c(N)sc2c1CCN(Cc1ccccc1)C2,691,-5.8907547
S(=O)(=O)(Nc1nc(CC)nc(CC)n1)c1ccc(N)cc1,399,-5.8893166
O(C)C1=Nc2n(cc(-c3nc(C)on3)n2)C2=C1CCCC2,287,-5.88902
O=[N+]([O-])c1n(C)c(/C=C(/C(=O)OCC)\C(=O)C)nc1,352,-5.8890047
Fc1cc2c(nc(N)c(O[C@@](C)C3=C(n4nccc4)C=CC(=O)N3)c2)cc1,97,-5.8887868
O=C(Oc1c(C(=O)NCCCCN(CC)CC)cccc1)C,62,-5.8886414
S(=O)(=O)(N)c1ccc(-n2c(-c3ccc(F)cc3)cc(C(F)(F)F)n2)cc1,552,-5.888443
O=C(CCc1ccccc1)c1ccc(OCCN(CC)CC)cc1,504,-5.888216
O=C(O)c1ncc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,78,-5.8877497
O=C(O)[C@@]1[C@@](O)[C@](O)[C@@](O)[C@](O[C@@]2[C@@]3Oc4c(O)ccc5c4[C@@]43[C@@](C=C2)[C@](N(C)CC4)C5)O1,416,-5.8858895
Clc1ccc(C(=O)n2c3c(c(Cc4[nH]nnn4)c2)cccc3)cc1,488,-5.8849578
O=C(OCCCCCCCCCCCC)c1ccccc1,407,-5.8841286
S(CCCC(=O)O)c1sc(CC(=O)O)c(C)n1,327,-5.8834362
ClCCN(CCCl)c1cc(C[C@](N)C(=O)O)ccc1,393,-5.8825488
P(CCCOC)(CCCOC)CCCOC,76,-5.8824043
O=C(OCC)c1c(N)sc2c1CCN(Cc1ccccc1)C2,691,-5.8821249
O(CCOC)CCNCC1Oc2c(OC1)cccc2,572,-5.8819599
S(=O)(=O)(N)c1ccc(-n2c(-c3ccc(F)cc3)cc(C(F)(F)F)n2)cc1,552,-5.881659
Clc1cc2C(C)c3c(OC(C(=O)OCC)Oc2cc1)ccc(Cl)c3,90,-5.8810935
O=C(CCC)c1c(OCCN(C(C)C)C(C)C)cccc1,486,-5.8793783
O=C(OCCCN1CCCCC1)c1cc(OC)ccc1,256,-5.8780041
P(CCCOC)(CCCOC)CCCOC,76,-5.8779411
O=C1C=C2C(=C3[C@@](c4ccc(N(C)C)cc4)C[C@]4(C)[C@](O)(/C=C\C)CC[C@]4[C@@]3CC2)CC1,638,-5.8778925
Clc1cc2S[C@@](c3ccc(OC)cc3)[C@@](OC(=O)C)C(=O)N(CCN(C)C)c2cc1,570,-5.8776717
Clc1ccc(NC(=O)c2c(NC(=O)c3ccccc3)snc2C)cc1,33,-5.8774114
O(CCN1CCC(N2C(=O)Nc3c2cccc3)CC1)c1ccccc1,299,-5.8773937
Clc1cc2C(C3=CCCCC3)=NCC(=O)Nc2cc1,279,-5.877265
